Datetime,Open,High,Low,Close,Volume
2003-12-01 00:00:00,1.20339834690094,1.2672022581100464,1.194400668144226,1.2590018510818481,0
2004-01-01 00:00:00,1.2590018510818481,1.289706826210022,1.2154065370559692,1.2452058792114258,0
2004-02-01 00:00:00,1.2452058792114258,1.2922067642211914,1.2380987405776978,1.253007173538208,0
2004-03-01 00:00:00,1.2539026737213135,1.2541072368621826,1.2065054178237915,1.231299638748169,0
2004-03-31 23:00:00,1.2311935424804688,1.2384973764419556,1.176498293876648,1.198293685913086,0
2004-04-30 23:00:00,1.198293685913086,1.2294074296951294,1.177994966506958,1.2198989391326904,0
2004-05-31 23:00:00,1.2198989391326904,1.234994888305664,1.1957002878189087,1.218397855758667,0
2004-06-30 23:00:00,1.2182939052581787,1.246401071548462,1.1998032331466675,1.2016053199768066,0
2004-07-31 23:00:00,1.2016053199768066,1.2384973764419556,1.1975044012069702,1.2178043127059937,0
2004-08-31 23:00:00,1.217700481414795,1.244400143623352,1.200595498085022,1.2433944940567017,0
2004-09-30 23:00:00,1.2435026168823242,1.2843070030212402,1.2234959602355957,1.283202886581421,0
2004-11-01 00:00:00,1.2828078269958496,1.332906723022461,1.266592264175415,1.3298048973083496,0
2004-12-01 00:00:00,1.3298048973083496,1.3661948442459106,1.3149935007095337,1.3565024137496948,0
2005-01-01 00:00:00,1.356594443321228,1.3626948595046997,1.2931926250457764,1.305193305015564,0
2005-02-01 00:00:00,1.3050060272216797,1.3280036449432373,1.2737069129943848,1.3217023611068726,0
2005-03-01 00:00:00,1.3218945264816284,1.3479087352752686,1.2861074209213257,1.2966973781585693,0
2005-03-31 23:00:00,1.2967981100082397,1.3116990327835083,1.2779062986373901,1.292306900024414,0
2005-04-30 23:00:00,1.292306900024414,1.298701286315918,1.229997158050537,1.2307995557785034,0
2005-05-31 23:00:00,1.2309964895248413,1.2345983982086182,1.200595498085022,1.2091021537780762,0
2005-06-30 23:00:00,1.208795189857483,1.225295066833496,1.187197208404541,1.2124004364013672,0
2005-07-31 23:00:00,1.2122975587844849,1.260398268699646,1.2121946811676025,1.234095573425293,0
2005-08-31 23:00:00,1.2338062524795532,1.2587958574295044,1.1985952854156494,1.2028049230575562,0
2005-09-30 23:00:00,1.2028049230575562,1.2204945087432861,1.1881988048553467,1.1988970041275024,0
2005-11-01 00:00:00,1.1988970041275024,1.208006739616394,1.1648495197296143,1.1804981231689453,0
2005-12-01 00:00:00,1.1798992156982422,1.2057054042816162,1.166806697845459,1.184399127960205,0
2006-01-01 00:00:00,1.184399127960205,1.232103705406189,1.1815024614334106,1.2148454189300537,0
2006-02-01 00:00:00,1.2149044275283813,1.2165006399154663,1.1831939220428467,1.1930042505264282,0
2006-03-01 00:00:00,1.1929045915603638,1.220405101776123,1.186704158782959,1.2115044593811035,0
2006-03-31 23:00:00,1.2115044593811035,7.413447856903076,1.2038040161132812,1.2624987363815308,0
2006-04-30 23:00:00,1.2624987363815308,1.2973029613494873,1.2562024593353271,1.2816076278686523,0
2006-05-31 23:00:00,1.2816076278686523,1.2976564168930054,1.2485953569412231,1.2782983779907227,0
2006-06-30 23:00:00,1.2782983779907227,1.2853965759277344,1.246603012084961,1.277400255203247,0
2006-07-31 23:00:00,1.277400255203247,7.245326995849609,1.2711002826690674,1.2809016704559326,0
2006-08-31 23:00:00,1.2809016704559326,1.287597894668579,1.2627060413360596,1.2690999507904053,0
2006-09-30 23:00:00,1.2690999507904053,1.2782983779907227,1.2487980127334595,1.2766989469528198,0
2006-11-01 00:00:00,1.2765034437179565,1.3270519971847534,1.2690032720565796,1.325100064277649,0
2006-12-01 00:00:00,1.3259961605072021,1.347091555595398,1.2759007215499878,1.3198009729385376,0
2007-01-01 00:00:00,1.3198009729385376,1.3293983936309814,1.2871006727218628,1.3023037910461426,0
2007-02-01 00:00:00,1.302405595779419,1.326207160949707,1.2902060747146606,1.322891354560852,0
2007-03-01 00:00:00,1.3229438066482544,1.3410038948059082,1.3077536821365356,1.3358982801437378,0
